NATIONAL UNIVERSITY OF ENGINEERING
FACULTY OF CIVIL ENGINEERING
JAPAN-PERU CENTER FOR EARTHQUAKE ENGINEERING RESEARCH AND DISASTER MITIGATION (CISMID)
TUPAC AMARU AVENUE 1150 - LIMA 25 - PERU Postal Code 31-250 Lima 31
Telephone Numbers (51-1) 482-0777, 482-0790 FAX 481-0170
e-mail: f_lazares@uni.edu.pe	http://www.cismid-uni.org

1. INFORMATION ABOUT THE SEISMIC STATION
STATION NAME               :  Parque de la Reserva                                                                                
STATION CODE               :  PRQ       
STATION LOCATION           :  Parque de la Reserva, Cercado de Lima, Lima                                                         
LATITUDE                   :  -12.07 
LONGITUDE                  :  -77.04 
ALTITUDE (m)               :  130                 
ACCELEROMETER MODEL        :  Acelerógrafo Analógico                                                                              
SAMPLING FREQUENCY (Hz)    :   50

2. INFORMATION ABOUT THE EARTHQUAKE
DATE                       :  October 17, 1966                                                                                    
ORIGIN TIME (Local)        :  16:41:00                                                                                            
LATITUDE                   :  -10.70                                                                                              
LONGITUDE                  :  -78.70                                                                                              
DEPTH (km)                 :  24.00                                                                                               
MAGNITUDE                  :  8.1 Mw                                                                                              
INFORMATION SOURCE         :  IGP                                                                                                 

3. INFORMATION ABOUT THE RECORD
RECORD TIME (Local)        :  16:41:00
NUMBER OF SAMPLES          :      3283
MAXIMUM ACCELERATION       :   -180.56   -268.24     94.29
DATA UNITS                 :  cm/s2   

4. COMMENTS
BASELINE CORRECTED

5. ACCELERATION DATA
T	EW	NS	UD
38.00	-11.8301	-14.0063	5.1541
38.02	-7.9151	-10.9313	-3.0619
38.04	-5.1081	-6.5293	-9.2409
38.06	1.9679	-22.6893	-14.7439
38.08	9.2389	-3.3433	-15.2049
38.10	4.7649	19.0777	-5.2999
38.12	-8.0611	-1.9543	1.1191
38.14	-1.9831	-11.4633	1.7261
38.16	16.0869	21.6557	2.9551
38.18	2.9279	38.4927	5.5271
38.20	-16.4601	5.6057	6.6491
38.22	-5.4741	-3.2603	5.1711
38.24	1.7459	10.3847	4.4981
38.26	-6.2641	-2.0233	1.8741
38.28	-7.5141	-15.7003	-3.3989
38.30	-1.2481	-14.8523	-5.8929
38.32	-1.2121	2.1037	-5.8359
38.34	6.2989	10.3057	-5.0889
38.36	31.0319	9.8847	-1.3939
38.38	30.1119	25.3567	-1.8619
38.40	8.9549	22.1247	-3.1719
38.42	2.2119	8.9597	-1.7079
38.44	-2.2131	16.6377	-5.1959
38.46	-3.5561	22.0467	-5.7329
38.48	10.7879	24.2377	-2.3939
38.50	20.3909	13.2747	-0.0069
38.52	12.5209	-5.6673	0.6951
38.54	1.1409	-3.9663	-3.2539
38.56	-5.5071	8.1157	-5.5259
38.58	-2.3291	18.1777	0.3551
38.60	4.9869	8.5167	3.7681
38.62	8.6759	-19.7563	3.9721
38.64	15.6199	-23.5623	3.1411
38.66	9.4989	-7.7363	2.3741
38.68	-9.5681	-12.8613	6.0611
38.70	-21.8021	-34.6143	5.7621
38.72	-18.8291	-37.8333	0.0111
38.74	-8.6391	-18.5543	-7.3419
38.76	-10.7871	-3.0423	-7.2209
38.78	-8.6811	2.3987	4.0181
38.80	-7.4251	6.4327	13.0661
38.82	-11.0731	7.3227	12.5861
38.84	-4.2161	4.3927	6.0871
38.86	4.8669	-4.2623	-1.3139
38.88	11.8069	-6.2513	-7.5559
38.90	18.0889	10.1687	-13.0439
38.92	18.7269	3.8377	-12.6669
38.94	13.9459	-9.7593	-6.3339
38.96	8.6639	9.2537	-2.1239
38.98	4.9039	26.8237	-4.7009
39.00	3.5949	17.5637	-8.0139
39.02	4.6979	16.2847	-7.4629
39.04	17.4509	20.1187	-4.1649
39.06	28.2879	5.0617	0.5301
39.08	20.7509	-14.8183	-0.9679
39.10	4.5929	-14.9183	-3.3869
39.12	-1.3861	1.0387	-1.6759
39.14	14.0489	3.4627	-2.8529
39.16	15.4559	4.6077	-0.9249
39.18	-6.3241	16.7767	1.3091
39.20	-12.7671	9.6077	-0.5549
39.22	-0.0451	-2.2433	-1.1319
39.24	-2.3441	4.5047	0.1661
39.26	-15.2301	14.3637	4.3641
39.28	-10.4281	16.6547	6.8511
39.30	-4.9331	7.8127	5.1551
39.32	-15.4841	1.3727	5.7351
39.34	-6.1711	-3.0973	2.1921
39.36	10.4469	-17.1473	0.3811
39.38	7.6289	-15.4813	3.2711
39.40	0.8499	9.1127	-1.8109
39.42	-1.5161	20.6057	-5.3269
39.44	6.0219	7.3677	1.4061
39.46	2.6149	-15.6063	3.5921
39.48	-0.1551	-21.8013	-1.3629
39.50	3.3409	-6.4463	-5.5329
39.52	-5.8571	1.3417	-5.2209
39.54	-5.3111	1.7577	-3.6679
39.56	-9.6241	8.7757	-1.6449
39.58	-16.9351	12.2377	1.7441
39.60	-1.1991	1.2787	2.0581
39.62	15.2019	-15.5163	0.8131
39.64	9.7989	-11.4623	-1.1919
39.66	4.8869	-5.5873	-4.7159
39.68	20.0799	-12.2613	-5.7659
39.70	22.8359	-1.6893	-4.7599
39.72	5.2609	7.7897	-2.5809
39.74	-1.8381	-1.1693	-0.4969
39.76	9.6119	3.3017	-0.6979
39.78	13.0169	9.6607	-1.1869
39.80	-7.0551	-2.2843	2.5281
39.82	-14.9121	-11.5023	-0.4649
39.84	-4.5491	-3.7133	-8.4059
39.86	4.9619	11.2777	-11.7349
39.88	8.4189	21.1917	-13.7179
39.90	2.4489	14.3267	-14.5469
39.92	7.4519	-0.0363	-7.3739
39.94	10.7419	0.0237	3.3191
39.96	-2.0471	8.3027	4.2771
39.98	-5.1211	16.3047	-1.2889
40.00	-0.4121	8.9187	0.9981
40.02	3.8439	9.0097	2.5831
40.04	12.6569	25.2907	-0.5969
40.06	7.6929	21.3827	-0.5999
40.08	-5.1691	6.9137	2.8131
40.10	-10.5041	-4.4773	8.9501
40.12	-5.4111	-12.6663	11.9021
40.14	8.2619	-9.7603	9.2171
40.16	8.0009	-11.4963	4.5181
40.18	5.7629	-21.0673	0.2931
40.20	14.3579	-19.2223	-5.5759
40.22	19.4609	-2.0973	-8.2749
40.24	11.7049	4.9297	-10.6579
40.26	4.9369	-6.2713	-9.0779
40.28	-1.3471	-7.3903	1.5111
40.30	5.2409	-1.5693	4.8241
40.32	16.0379	-7.3053	-0.5609
40.34	2.0179	-22.6603	-3.3079
40.36	-7.9091	-14.9023	-6.8159
40.38	3.2509	-2.9073	-9.6629
40.40	8.5799	-2.4763	-9.7349
40.42	-0.0431	5.8847	-6.9139
40.44	-13.0981	-0.0193	1.6851
40.46	-10.7931	-7.5473	6.3311
40.48	-1.2601	-15.5713	4.8041
40.50	-4.9821	-2.6493	2.3501
40.52	-3.7091	11.2907	-3.2059
40.54	0.1629	1.3227	-3.4099
40.56	-3.4261	12.8247	2.9001
40.58	-7.3791	23.8607	2.8281
40.60	-4.4221	23.3407	-4.0709
40.62	5.9389	17.2967	-1.7629
40.64	11.2439	-2.3483	3.6701
40.66	-6.9351	-9.9413	0.6541
40.68	-26.7521	-6.4563	-3.5039
40.70	-8.5321	-6.6623	-5.2339
40.72	3.2999	-5.7363	-4.0739
40.74	-13.6151	-10.9593	-3.4229
40.76	-13.2251	-11.3193	-6.9009
40.78	8.6219	-6.8763	-11.7609
40.80	24.8099	-6.8723	-10.7269
40.82	24.6339	-1.0063	-3.6209
40.84	10.2059	-0.6533	-3.4749
40.86	-2.5781	-6.3983	-9.8759
40.88	1.0899	-12.7743	-9.4929
40.90	10.4319	-15.5313	-3.6599
40.92	7.8309	-3.9613	-1.1409
40.94	-10.1621	4.0247	-4.0219
40.96	-29.6891	10.5007	-7.6129
40.98	-23.3411	15.3047	-8.6279
41.00	-6.5211	5.3457	-7.7169
41.02	0.8539	2.5377	-3.4829
41.04	-5.0821	13.9657	1.9271
41.06	-8.2251	1.3277	-0.7089
41.08	7.7649	-11.4013	-3.3919
41.10	16.4999	1.9807	1.0081
41.12	1.1539	-0.5803	-0.0769
41.14	-7.3651	-13.1193	-7.2669
41.16	-1.1001	-12.0633	-9.7919
41.18	0.2139	-3.7113	-6.1169
41.20	8.1059	-0.8063	1.3221
41.22	16.8859	-3.3113	2.7971
41.24	11.9849	-2.2163	-6.6239
41.26	3.4219	-6.7253	-15.8689
41.28	0.3769	-12.2083	-16.2109
41.30	-3.7811	-9.7403	-9.2649
41.32	0.7569	-0.8443	-1.2619
41.34	11.6219	5.6547	0.1481
41.36	16.5759	1.0547	-2.8959
41.38	13.5709	-7.4753	-3.7999
41.40	-0.0191	3.9517	0.3351
41.42	-10.8221	18.4517	4.5461
41.44	-15.5841	-0.9483	1.4381
41.46	-11.3491	-23.9483	-0.3659
41.48	2.1209	-16.2233	3.2151
41.50	14.8939	-6.0593	4.4401
41.52	9.7169	-11.6573	2.4971
41.54	-5.0871	-11.9183	0.6671
41.56	-7.4351	1.5597	0.8511
41.58	-5.4401	13.4317	2.2711
41.60	-2.0271	14.8507	0.5431
41.62	11.6559	13.4947	-4.8819
41.64	7.8069	12.9757	-9.7089
41.66	-11.1201	14.2637	-9.1619
41.68	-15.9121	17.9447	-1.5169
41.70	-13.7931	17.3247	2.6251
41.72	-10.8311	6.7997	-2.4679
41.74	-6.5151	-5.2553	-9.5779
41.76	-13.3421	-4.9633	-11.3879
41.78	-17.0961	3.1757	-6.9629
41.80	-3.2631	-4.3633	-2.5609
41.82	2.1819	-14.0113	-4.1659
41.84	-0.6851	-1.3873	-2.2719
41.86	0.2629	8.5807	3.0291
41.88	-2.4121	5.0287	4.6311
41.90	-9.9331	-3.1603	4.6241
41.92	-12.8411	-5.2733	-0.4729
41.94	-1.8521	3.1867	-4.8369
41.96	8.5229	3.8357	-5.5129
41.98	-3.8741	13.1307	-4.8869
42.00	-9.1111	21.8417	-3.2729
42.02	-3.4971	5.0267	-6.8469
42.04	-1.5031	-11.0193	-8.4569
42.06	13.7489	-12.9003	-3.6059
42.08	17.7469	-15.9433	3.3791
42.10	-0.5161	-25.6853	7.2611
42.12	1.8239	-14.1813	5.1761
42.14	15.9289	4.7737	3.0751
42.16	9.5429	-2.7553	5.6371
42.18	-2.0121	-5.9743	8.6061
42.20	-5.8131	6.4917	9.3751
42.22	-6.1131	0.0097	8.1521
42.24	-0.5031	-5.3723	3.7041
42.26	-0.2401	5.9127	0.1041
42.28	-13.4031	12.8207	-0.1009
42.30	-24.8371	1.6707	0.3491
42.32	-25.4451	-9.9023	-0.3809
42.34	-9.3181	-4.8743	-1.3459
42.36	-5.2751	-4.8903	0.0571
42.38	-13.7701	-7.1793	2.0811
42.40	-8.2941	-4.5243	-0.7499
42.42	-4.1881	-5.9773	-6.5569
42.44	4.1799	-4.9923	-7.3909
42.46	9.0049	5.4257	-3.6379
42.48	1.8999	19.1907	0.7931
42.50	3.2549	23.1487	2.3691
42.52	9.0789	12.1427	2.7751
42.54	6.5179	10.9197	5.1471
42.56	-1.6771	24.6207	9.9501
42.58	-4.3311	31.1507	7.4351
42.60	8.4899	15.3957	-4.7319
42.62	12.5849	7.2417	-10.3919
42.64	4.8269	11.1527	-9.6759
42.66	5.2819	-0.7913	-7.4979
42.68	0.6829	-21.9343	-0.9339
42.70	-6.6811	-15.7333	0.8631
42.72	-7.1391	3.8057	-3.5739
42.74	-5.4931	-3.1333	-4.4769
42.76	-5.0901	1.7537	-2.7769
42.78	-6.8111	7.9007	-0.1949
42.80	-9.4881	9.0617	3.9231
42.82	-12.1421	14.7447	4.9691
42.84	-13.6351	8.5777	3.7781
42.86	-12.0661	9.1837	10.2481
42.88	-3.7571	1.3587	13.5011
42.90	10.5859	-10.0133	13.4721
42.92	10.6609	-5.8603	14.7281
42.94	-4.3141	2.3987	10.7771
42.96	-11.9831	9.7917	5.3701
42.98	-3.5391	8.7837	5.2821
43.00	11.3309	-4.0013	8.0791
43.02	10.5989	-10.1563	5.7111
43.04	-4.0141	-9.6583	0.5351
43.06	-11.7561	-15.0803	-3.6929
43.08	-3.2351	-6.0813	-5.1339
43.10	0.3629	5.4397	1.5371
43.12	-11.1451	-3.0603	9.3541
43.14	-15.3451	-8.7583	8.1341
43.16	-9.3071	-5.1723	1.5481
43.18	0.1479	2.5597	-6.0359
43.20	10.1129	7.0737	-9.0729
43.22	-0.2541	-0.5523	-8.4149
43.24	-4.4861	4.4977	-10.4329
43.26	11.6649	11.5637	-6.6569
43.28	14.4619	15.3547	-1.0999
43.30	-1.1091	9.4507	-2.0659
43.32	-8.1131	-14.0253	-1.5579
43.34	7.3189	-15.0413	3.8151
43.36	16.9859	4.1397	6.6271
43.38	14.7969	19.2617	4.3171
43.40	12.6399	8.4477	-1.5419
43.42	10.0949	-5.2683	-1.5659
43.44	5.7259	-6.4563	5.0901
43.46	-9.8801	-12.8433	1.7181
43.48	-18.3941	-18.6283	-5.0939
43.50	-13.8881	-12.3653	-1.1299
43.52	-18.8591	3.6117	0.3491
43.54	-19.2301	11.0567	-4.3629
43.56	-7.3611	5.0727	-6.3259
43.58	-0.9011	1.8077	-6.2449
43.60	5.7339	8.3007	-7.0029
43.62	16.9709	2.5647	-9.0019
43.64	20.6379	-3.4693	-8.2879
43.66	17.3469	-4.1083	-6.5189
43.68	10.9909	3.5707	-8.5069
43.70	0.7779	6.1577	-9.2789
43.72	-1.9411	-8.6093	-7.1749
43.74	10.9069	-8.5953	-7.3989
43.76	14.6999	5.6057	-7.1459
43.78	5.0849	16.4917	-4.7269
43.80	6.9619	19.1887	-5.5349
43.82	17.1659	12.4417	-8.6139
43.84	14.6509	11.5647	-9.8539
43.86	5.8319	1.9797	-9.9989
43.88	1.5779	-7.1693	-9.7939
43.90	-5.1591	2.0957	-9.1579
43.92	-11.2721	10.2997	-7.7119
43.94	-7.9971	9.3847	-5.2739
43.96	-9.3381	2.8557	-3.1869
43.98	-13.7541	-0.0223	-4.5389
44.00	-4.7641	1.3217	-5.1439
44.02	3.3789	6.8067	-0.8309
44.04	8.9019	10.7277	2.4521
44.06	1.9959	7.2507	3.5541
44.08	-13.9491	4.6297	-1.2999
44.10	-13.6891	8.2267	-6.6259
44.12	-9.6111	12.3807	-1.7999
44.14	-8.5261	4.7227	5.8461
44.16	-1.1181	-6.1813	7.4791
44.18	7.7649	-11.2293	5.2161
44.20	4.1559	-16.0353	1.3911
44.22	-1.5331	-1.6503	-0.4859
44.24	7.3429	13.7647	-3.2569
44.26	11.1199	2.0997	-7.3669
44.28	1.2919	-7.7093	-6.6839
44.30	-4.1861	-3.0433	-3.6419
44.32	-4.1911	-2.0093	-1.2499
44.34	-2.2461	-6.6553	1.0711
44.36	1.4919	-9.1393	-0.7669
44.38	2.5889	-2.3373	-3.8649
44.40	1.3139	2.3817	-2.9329
44.42	0.8839	-6.7143	-0.4609
44.44	1.8379	-21.6213	1.0831
44.46	-2.1301	-28.2563	1.7881
44.48	-1.7671	-15.0513	-0.1779
44.50	8.4879	7.0897	-3.4579
44.52	10.4099	11.8477	-3.5029
44.54	4.2659	-11.1313	-1.7479
44.56	-1.3891	-18.8743	1.2931
44.58	0.0509	-0.2153	5.2471
44.60	3.7989	15.2747	3.8481
44.62	-5.4641	3.9677	3.2851
44.64	-8.8701	-4.3923	2.3221
44.66	0.2609	-2.4073	2.1791
44.68	-7.7941	-6.7033	6.3011
44.70	-12.6171	-2.7733	5.8611
44.72	-3.5111	1.4017	0.4581
44.74	-12.1011	1.4467	-3.6949
44.76	-14.2381	7.1167	-5.3609
44.78	-2.8241	9.0507	-3.3509
44.80	-2.2871	2.8187	-2.0649
44.82	-1.7481	8.9457	-0.5339
44.84	4.8529	9.8107	1.2861
44.86	4.4469	3.6287	-0.7209
44.88	4.0589	7.9887	-1.0859
44.90	13.9099	13.6577	-1.2469
44.92	10.9159	8.6637	-7.0839
44.94	-1.9221	-3.9143	-7.7689
44.96	0.8179	-0.2233	2.5101
44.98	3.8899	15.5607	5.7591
45.00	-5.0061	29.0497	0.1781
45.02	-11.8211	19.0527	-4.7329
45.04	-10.8841	-8.7123	-4.1479
45.06	-4.3021	-11.8213	0.6291
45.08	2.4739	4.7197	3.4271
45.10	0.4689	-1.0283	1.1011
45.12	5.6709	-18.6063	2.1741
45.14	8.4729	-20.7233	4.7451
45.16	-9.6961	-14.7653	1.3931
45.18	-24.0501	-3.6513	-3.4039
45.20	-10.6931	0.2417	-3.2089
45.22	0.9049	-10.2293	2.4751
45.24	-6.3301	-3.2983	5.6521
45.26	-2.4301	1.2747	1.3321
45.28	15.7119	-11.3763	-4.9769
45.30	21.6009	-12.1873	-3.8439
45.32	10.3389	-3.3993	2.5471
45.34	1.9599	12.5267	-1.0129
45.36	-11.1321	23.4187	-6.8809
45.38	-17.4031	10.8007	-3.6129
45.40	-6.9761	5.9527	-2.5819
45.42	-3.5781	11.5817	-4.0859
45.44	9.5339	7.1517	0.3051
45.46	15.2279	11.1967	1.7451
45.48	5.0599	13.7427	-2.0409
45.50	10.0799	1.1877	-4.9749
45.52	12.7079	-5.0393	-2.4459
45.54	2.4899	11.9477	2.4581
45.56	-4.8901	11.4127	5.3531
45.58	2.7739	-4.7293	4.9341
45.60	14.1999	-4.8353	1.6051
45.62	3.9049	5.0877	0.9651
45.64	-15.3821	8.3927	6.4801
45.66	-12.6711	-0.6443	8.1101
45.68	-6.2851	-2.6683	6.4651
45.70	-3.6531	-1.7933	7.3041
45.72	2.1499	-8.6823	4.8781
45.74	3.8949	-5.3103	6.6541
45.76	4.5939	8.5167	8.5871
45.78	-0.7351	8.1887	3.7911
45.80	-3.8991	-9.4873	5.0531
45.82	8.0719	-7.7183	9.1871
45.84	14.9859	-0.7603	6.2721
45.86	3.0889	-11.1423	2.9011
45.88	2.1569	-12.9343	4.4841
45.90	8.5899	0.5867	7.6331
45.92	-3.3441	5.7257	6.4591
45.94	-14.5091	2.2597	2.7741
45.96	-4.3771	2.4267	3.2771
45.98	1.2299	-2.1293	2.6341
46.00	-7.1791	-6.2813	-2.3649
46.02	-0.9201	-8.9243	-4.9049
46.04	9.9509	-5.6783	-3.9989
46.06	13.2449	2.8017	-4.2789
46.08	3.6999	-4.9663	-6.0209
46.10	-10.3541	-9.8853	-7.6779
46.12	-11.6371	-11.7163	-9.4639
46.14	-8.1401	-17.1783	-8.3729
46.16	-5.6941	-5.9573	-1.9079
46.18	-3.5581	3.8877	3.4011
46.20	-1.5571	8.7207	3.0291
46.22	0.2729	7.8947	0.8551
46.24	-0.9141	19.3527	0.0231
46.26	-6.1741	25.5407	0.8241
46.28	-12.3741	7.1697	2.2491
46.30	-15.9991	2.0567	3.9711
46.32	-17.3341	-0.4273	3.2521
46.34	-17.8791	-11.4733	-0.4419
46.36	-16.9561	-15.4953	-4.7199
46.38	-15.1101	-12.0433	-6.3129
46.40	-9.2221	-6.3833	-4.9179
46.42	1.4339	8.6747	-0.9769
46.44	13.9279	14.3117	2.9661
46.46	17.1859	-6.1333	2.0761
46.48	0.3199	-13.7223	0.7671
46.50	-5.0411	-11.6923	2.2541
46.52	0.8769	-2.1673	-0.7389
46.54	-4.7821	11.3217	-4.9739
46.56	-9.5141	3.7747	-2.7889
46.58	-8.7971	5.2137	1.3021
46.60	-1.3931	15.4967	2.0981
46.62	1.5959	5.4517	1.2171
46.64	-4.4931	-7.0233	-0.0869
46.66	-6.1331	-1.2313	-2.7589
46.68	3.3569	5.0577	-4.8209
46.70	10.9829	-3.1463	-2.9789
46.72	5.2309	-10.3533	0.9861
46.74	-0.1401	-4.2873	4.8241
46.76	4.5429	4.6917	5.7251
46.78	10.4029	9.4787	2.9071
46.80	8.7569	5.5147	0.2191
46.82	3.5069	1.5367	-0.9669
46.84	0.8919	7.3787	-0.4739
46.86	0.8129	9.7327	2.1711
46.88	-0.0531	2.5317	2.9231
46.90	-4.8021	-3.3263	1.2801
46.92	-4.8401	-6.9763	-0.4969
46.94	4.9199	-1.7783	0.2571
46.96	9.7069	2.5437	4.1751
46.98	4.5869	-5.5003	9.0501
47.00	-3.8221	-1.5493	11.0071
47.02	-2.0111	6.7827	7.0361
47.04	3.1159	0.5487	3.7451
47.06	2.8659	-5.8633	6.5191
47.08	4.0539	0.2207	8.2491
47.10	7.8829	3.5847	6.0751
47.12	9.9669	-7.2513	3.8271
47.14	2.0029	-9.8213	6.4141
47.16	-3.8741	-2.8243	9.8131
47.18	-2.0861	-2.1263	7.0331
47.20	-0.9271	-4.2953	3.1861
47.22	-5.0751	-5.5073	2.1711
47.24	-6.2891	-3.9473	1.9431
47.26	0.5069	-4.1473	1.6521
47.28	6.8629	-8.9733	1.3721
47.30	9.7089	-2.5363	1.1611
47.32	5.4709	9.9997	1.5391
47.34	7.8669	10.7727	2.4021
47.36	17.2739	12.4577	3.2911
47.38	17.3069	20.5097	4.1781
47.40	12.3389	27.4867	5.0691
47.42	4.0059	22.6057	5.8661
47.44	1.8279	7.4997	5.4441
47.46	-0.0941	-4.3723	3.8571
47.48	-11.7021	-10.1203	2.1321
47.50	-0.5241	-3.7653	0.4541
47.52	13.8959	4.3247	-1.3029
47.54	-1.8481	6.0497	-1.7899
47.56	-16.5281	7.8287	0.1931
47.58	-17.1051	10.2677	1.1051
47.60	-12.3031	12.6567	-0.7619
47.62	-2.5041	12.1937	-2.8509
47.64	6.4399	8.3367	-2.4589
47.66	5.9479	5.1127	-0.3169
47.68	-0.2631	1.6897	-0.9729
47.70	-0.1981	5.0687	-4.2519
47.72	10.2079	4.2617	-7.1189
47.74	16.6849	-3.2933	-5.9449
47.76	9.4199	7.5647	-3.5069
47.78	-0.7261	15.1547	-5.0409
47.80	-7.6721	10.8697	-4.1629
47.82	-13.1361	11.3127	1.8841
47.84	-17.7311	14.0967	2.0891
47.86	-12.2831	10.6987	-2.2699
47.88	-1.2211	-2.1373	0.7891
47.90	3.5779	-7.1673	10.0421
47.92	8.2769	-3.9833	14.2731
47.94	10.0339	-0.5613	9.7161
47.96	15.3589	3.9787	3.5591
47.98	15.1819	7.8537	1.9751
48.00	-0.8191	1.5917	2.7491
48.02	-5.6361	-6.8093	-0.4479
48.04	5.8829	-2.5743	-2.0169
48.06	7.5859	3.4277	2.8971
48.08	-2.2621	1.9487	1.3001
48.10	-3.6831	-3.8753	-4.8569
48.12	6.2869	-3.8703	-3.0309
48.14	16.5079	4.3267	1.3241
48.16	12.4179	19.0307	1.9531
48.18	4.6519	23.0767	1.3471
48.20	8.4489	12.2737	0.6291
48.22	12.4409	3.8357	-0.9629
48.24	9.1649	-0.4373	0.0971
48.26	2.9089	-2.4563	4.4171
48.28	-2.1051	-4.0543	3.3301
48.30	-4.1501	-7.0143	-2.5819
48.32	-8.4971	-9.9583	-6.4879
48.34	-16.4091	-5.6653	-4.3799
48.36	-14.1661	-3.4043	1.0881
48.38	-2.6781	-2.3463	3.9961
48.40	5.4229	10.6137	9.5211
48.42	-1.0951	13.5027	6.5671
48.44	-7.0521	4.9497	-2.5759
48.46	-1.8301	1.7847	-1.0659
48.48	0.2469	1.8997	0.0341
48.50	-1.9821	5.1887	-0.7359
48.52	9.1879	6.8507	2.7971
48.54	19.1349	6.5917	6.6451
48.56	10.5909	8.7027	10.3281
48.58	0.8219	10.0557	9.0601
48.60	1.6179	18.7167	3.1121
48.62	-1.0171	20.0257	-2.7979
48.64	-13.5471	7.2097	-6.2559
48.66	-7.1371	3.4817	-4.9789
48.68	8.0369	7.7017	-1.5279
48.70	1.2619	15.9847	-3.1489
48.72	-8.5931	10.9397	-0.8929
48.74	-7.2811	-1.7883	4.2331
48.76	-4.2941	2.7097	1.4681
48.78	-1.3981	3.5987	0.2461
48.80	0.5659	-1.5533	3.3911
48.82	2.2549	-8.2743	3.1861
48.84	2.6859	-10.0753	0.1021
48.86	0.2389	1.2857	-5.3879
48.88	-2.7691	4.9937	-7.0129
48.90	-0.8901	0.7647	-2.5089
48.92	5.6669	0.9067	0.9001
48.94	3.7669	3.3547	2.0681
48.96	2.2189	3.2647	2.6001
48.98	12.0629	0.7727	2.2761
49.00	10.6849	-2.4823	2.7871
49.02	-5.2321	0.5527	4.3221
49.04	-11.2651	11.1547	0.4941
49.06	-0.6971	12.0097	-4.9589
49.08	7.7139	3.9957	-7.2839
49.10	8.2779	2.1757	-9.9689
49.12	0.1459	7.8157	-9.8829
49.14	-9.0101	16.8257	-5.4639
49.16	-5.5691	13.2677	-2.2769
49.18	-3.2221	4.4947	-1.9949
49.20	-9.0241	16.4347	-0.9999
49.22	-12.9871	18.1177	0.7591
49.24	-6.0521	-0.5633	1.2891
49.26	1.7119	-12.9483	0.2071
49.28	-2.2421	-10.9273	-2.7379
49.30	-7.8551	-4.3983	-4.8699
49.32	-9.2461	-3.2523	-3.1979
49.34	-4.4131	-2.2583	-0.3069
49.36	5.3059	-1.3993	0.1231
49.38	4.7819	4.5467	0.0051
49.40	-8.2071	4.5987	0.9601
49.42	-13.3181	-4.6423	3.7151
49.44	-6.3221	-4.3343	5.7011
49.46	4.7729	-1.5983	2.5221
49.48	14.5879	-4.5373	-0.1369
49.50	5.5119	-7.1273	0.9811
49.52	-8.2011	-2.9403	2.6661
49.54	-9.4741	1.8967	2.7341
49.56	-4.6421	1.8387	1.1671
49.58	3.5159	0.9367	0.7501
49.60	2.6509	-4.1283	1.9651
49.62	-1.7221	-9.7363	3.5471
49.64	3.6309	2.2117	5.1141
49.66	9.3759	3.8467	6.3831
49.68	9.5419	-2.0653	5.3741
49.70	3.7749	5.2457	2.4291
49.72	0.4239	7.6777	-0.3869
49.74	14.6119	12.3507	-0.4339
49.76	25.6119	11.8957	0.3761
49.78	17.8569	8.8397	-1.0479
49.80	7.7269	15.0307	1.7331
49.82	3.7119	6.6457	3.2161
49.84	2.4339	1.0877	0.2591
49.86	-1.9331	13.5737	-1.6829
49.88	-5.2081	18.6797	-2.3859
49.90	-5.1301	6.0207	-1.8929
49.92	-5.1271	-5.8603	-0.4299
49.94	-8.0121	-5.7933	1.5691
49.96	-13.8891	-4.6213	3.5211
49.98	-16.3511	4.7797	3.6961
50.00	-8.6171	12.0937	2.2101
50.02	-0.0421	-6.3243	1.6621
50.04	2.4409	-23.2213	1.9761
50.06	2.5529	-12.7383	1.2111
50.08	-1.0151	-5.3433	-0.5029
50.10	-7.4641	-4.2143	-0.0189
50.12	-8.4211	-1.6983	3.0821
50.14	4.0349	-5.8523	6.3421
50.16	15.4039	-0.8233	5.8801
50.18	8.7439	2.5177	2.5931
50.20	-3.7991	-6.0463	-1.0399
50.22	-2.7911	-2.0003	-3.5729
50.24	7.5239	4.7837	-3.4349
50.26	4.7509	-2.7513	-3.2579
50.28	-6.0781	-6.7613	-3.4749
50.30	-2.2941	-0.2273	-0.4729
50.32	4.3779	6.2477	4.7831
50.34	1.5609	7.0327	6.6071
50.36	-5.0211	10.1317	4.9951
50.38	-4.9711	2.4597	1.2121
50.40	2.4319	-6.3253	-1.1579
50.42	3.0919	6.9167	2.9581
50.44	3.1419	17.0287	6.1671
50.46	11.6709	7.1927	2.6771
50.48	7.3589	-4.2873	-0.8819
50.50	-0.1911	-5.8573	-1.1899
50.52	6.7079	-4.1853	2.4761
50.54	7.8129	-7.5263	4.8311
50.56	0.1959	-14.1493	3.8931
50.58	0.3919	-12.3773	4.5981
50.60	6.8829	-4.0183	3.7451
50.62	6.0409	-8.1083	-1.0189
50.64	-1.7371	-13.9373	-3.2909
50.66	-6.9331	-1.7763	-2.2829
50.68	-5.6601	10.5547	-1.0099
50.70	-2.0671	7.7187	0.4411
50.72	1.1669	1.9617	1.9991
50.74	4.2379	4.0147	2.8361
50.76	3.5419	3.1767	0.7731
50.78	-1.1301	-2.2633	-2.0839
50.80	-1.7841	-3.8883	0.3781
50.82	8.1949	1.5187	1.8371
50.84	8.9429	3.2347	-2.4879
50.86	-2.7871	-4.3793	-5.4029
50.88	-1.7781	-5.8673	-6.2399
50.90	9.2589	-1.6053	-5.2349
